event_id,student_id,course_id,term,outcome,notes
EVT_00976,STU_0191,CS308,Spring 2026,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00977,STU_0034,STAT201,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00978,STU_0067,SYS305,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00979,STU_0192,CS420,Spring 2026,unaligned_pathway_switch,Elective did not advance stated degree pathway; prompted major change.
EVT_00980,STU_0126,DES101,Spring 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00981,STU_0151,CS303,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00982,STU_0144,PROD201,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00983,STU_0042,AI500,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00984,STU_0199,EDGE101,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00985,STU_0238,DATA301,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00986,STU_0270,SYS500,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00987,STU_0298,SYS405,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00988,STU_0104,BIO401,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00989,STU_0157,PROD401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00990,STU_0192,PROD301,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00991,STU_0044,CS405,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00992,STU_0118,DES101,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00993,STU_0173,PROD401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00994,STU_0210,AI401,Spring 2026,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00995,STU_0196,DATA101,Spring 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00996,STU_0136,MATH201,Fall 2025,schedule_conflict_dropped,Overlapping timeslot with mandatory core course; dropped before census date.
EVT_00997,STU_0151,HCI500,Fall 2024,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
EVT_00998,STU_0117,DATA201,Fall 2024,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_00999,STU_0020,SEC301,Fall 2025,completed_with_success,Student satisfied all prerequisites and completed curriculum milestone.
EVT_01000,STU_0169,PROD301,Fall 2025,prerequisite_violation_dropped,Student enrolled without foundational course; dropped in Week 2.
